year,race,location,date,network,,spliced_name_1,spliced_name_2,spliced_name_3,spliced_name_4,spliced_name_5,spliced_name_6,spliced_name_7,spliced_name_8,spliced_name_9,spliced_name_10,name_for_macro
2006,Dodge_Charger_500,"Darlington_Raceway, Darlington",5_13_2019,Fox,,Dodge,Charger,500,,,,,,,,2006_Dodge_Charger_500
2006,Coca-Cola_600,,5_28_2019,Fox,,Coca-Cola,600,,,,,,,,,2006_Coca-Cola_600
2006,Neighborhood_Excellence_400_presented_by_Bank_of_America,"Dover_International_Speedway, Dover",6_4_2019,FX,,Neighborhood,Excellence,400,presented,by,Bank,of,America,,,2006_Neighborhood_Excellence_400_presented_by_Bank_of_America
2006,Pocono_500,"Pocono_Raceway, Long_Pond",6_11_2019,Fox,,Pocono,500,,,,,,,,,2006_Pocono_500
2006,3M_Performance_400_Presented_by_Post-It_Picture_Paper,"Michigan_International_Speedway, Brooklyn",6_18_2019,Fox,,3M,Performance,400,Presented,by,Post-It,Picture,Paper,,,2006_3M_Performance_400_Presented_by_Post-It_Picture_Paper
2006,Dodge_Save_Mart_350,"Infineon_Raceway, Sonoma",6_25_2019,Fox,,Dodge_Save,Mart,350,,,,,,,,2006_Dodge_Save_Mart_350
2006,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_1_2019,Fox,,Pepsi,400,,,,,,,,,2006_Pepsi_400
2006,USG_Sheetrock_400,"Chicagoland_Speedway, Joliet",7_9_2019,TNT,,USG,Sheetrock,400,,,,,,,,2006_USG_Sheetrock_400
2006,Lenox_Industrial_Tools_300,"New_Hampshire_International_Speedway, Loudon",7_16_2019,TNT,,Lenox,Industrial,Tools,300,,,,,,,2006_Lenox_Industrial_Tools_300
2006,Pennsylvania_500,"Pocono_Raceway, Long_Pond",7_23_2019,TNT,,Pennsylvania,500,,,,,,,,,2006_Pennsylvania_500
2006,Allstate_400_at_the_Brickyard,"Indianapolis_Motor_Speedway, Speedway",8_6_2019,NBC,,Allstate,400,at,the,Brickyard,,,,,,2006_Allstate_400_at_the_Brickyard
2006,AMD_at_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_13_2019,NBC,,AMD,at,The,Glen,,,,,,,2006_AMD_at_The_Glen
2006,GFS_Marketplace_400,"Michigan_International_Speedway, Brooklyn",8_20_2019,TNT,,GFS,Marketplace,400,,,,,,,,2006_GFS_Marketplace_400
2006,Sharpie_500,"Bristol_Motor_Speedway, Bristol",8_26_2019,TNT,,Sharpie,500,,,,,,,,,2006_Sharpie_500
2006,Sony_HD_500,"California_Speedway, Fontana",9_3_2019,NBC,,Sony,HD,500,,,,,,,,2006_Sony_HD_500
2006,Chevy_Rock_and_Roll_400,"Richmond_International_Raceway, Richmond",9_9_2019,TNT,,Chevy,Rock,&,Roll,400,,,,,,2006_Chevy_Rock_and_Roll_400
2006,Sylvania_300,"New_Hampshire_International_Speedway, Loudon",9_17_2019,TNT,,Sylvania,300,,,,,,,,,2006_Sylvania_300
2006,Dover_400,"Dover_International_Speedway, Dover",9_24_2019,TNT,,Dover,400,,,,,,,,,2006_Dover_400
2006,Banquet_400_Presented_by_ConAgra_Foods,"Kansas_Speedway, Kansas_City",10_1_2019,NBC,,Banquet,400,Presented,by,ConAgra,Foods,,,,,2006_Banquet_400_Presented_by_ConAgra_Foods
2006,UAW-Ford_500,"Talladega_Superspeedway, Talladega",10_8_2019,NBC,,UAW-Ford,500,,,,,,,,,2006_UAW-Ford_500
2006,Bank_of_America_500,"Lowe's_Motor_Speedway, Concord",10_14_2019,NBC,,Bank,of,America,500,,,,,,,2006_Bank_of_America_500
2006,Subway_500,"Martinsville_Speedway, Ridgeway",10_22_2019,NBC,,Subway,500,,,,,,,,,2006_Subway_500
2006,Bass_Pro_Shops_MBNA_500,"Atlanta_Motor_Speedway, Hampton",10_29_2019,NBC,,Bass,Pro,Shops,500,,,,,,,2006_Bass_Pro_Shops_MBNA_500
2006,Dickies_500,"Texas_Motor_Speedway, Fort_Worth",11_5_2019,NBC,,Dickies,500,,,,,,,,,2006_Dickies_500
2006,Checker_Auto_Parts_500_Presented_by_Pennzoil,"Phoenix_International_Raceway, Phoenix",11_12_2019,NBC,,Checker,Auto,Parts,500,Presented,by,Pennzoil,,,,2006_Checker_Auto_Parts_500_Presented_by_Pennzoil
2006,Ford_400,"Homestead-Miami_Speedway, Homestead",11_19_2019,NBC,,Ford,400,,,,,,,,,2006_Ford_400
2007,Daytona_500,2_18_2019,Fox,,,Daytona,500,,,,,,,,,2007_Daytona_500
2007,Auto_Club_500,"California_Speedway, Fontana",2_25_2019,Fox,,Auto,Club,500,,,,,,,,2007_Auto_Club_500
2007,UAW-Daimler_Chrysler_400,"Las_Vegas_Motor_Speedway, Las_Vegas, Nevada",3_11_2019,Fox,,UAW-DaimlerChrysler,400,,,,,,,,,2007_UAW-Daimler_Chrysler_400
2007,Kobalt_Tools_500,"Atlanta_Motor_Speedway, Hampton",3_18_2019,Fox,,Kobalt,Tools,500,,,,,,,,2007_Kobalt_Tools_500
2007,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_25_2019,Fox,,Food,City,500,,,,,,,,2007_Food_City_500
2007,Goody's_Cool_Orange_500,"Martinsville_Speedway, Ridgeway",4_1_2019,Fox,,Goody's,Cool,Orange,500,,,,,,,2007_Goody's_Cool_Orange_500
2007,Samsung_500,"Texas_Motor_Speedway, Fort_Worth",4_15_2019,Fox,,Samsung,500,,,,,,,,,2007_Samsung_500
2007,Subway_Fresh_Fit_500,"Phoenix_International_Raceway, Phoenix",4_21_2019,Fox,,Subway,Fresh,Fit,500,,,,,,,2007_Subway_Fresh_Fit_500
2007,Aaron's_499,"Talladega_Superspeedway, Talladega",4_29_2019,Fox,,Aaron's,499,,,,,,,,,2007_Aaron's_499
2007,Crown_Royal_Presents_The_Jim_Stewart_400,"Richmond_International_Raceway, Richmond",5_6_2019,Fox,,Crown,Royal,Presents,The,Jim,Stewart,400,,,,2007_Crown_Royal_Presents_The_Jim_Stewart_400
2007,Dodge_Avenger_500,"Darlington_Raceway, Darlington",5_13_2019,Fox,,Dodge,Avenger,500,,,,,,,,2007_Dodge_Avenger_500
2007,Coca_Cola_600,,5_27_2019,Fox,,Coca-Cola,600,,,,,,,,,2007_Coca_Cola_600
2007,Autism_Speaks_400_presented_by_Visa,"Dover_International_Speedway, Dover",6_4_2019,Fox,,Autism,Speaks,400,presented,by,Visa,,,,,2007_Autism_Speaks_400_presented_by_Visa
2007,Pocono_500,"Pocono_Raceway, Long_Pond",6_10_2019,TNT,,Pocono,500,,,,,,,,,2007_Pocono_500
2007,Citizens_Bank_400,"Michigan_International_Speedway, Brooklyn",6_17_2019,TNT,,Citizens,Bank,400,,,,,,,,2007_Citizens_Bank_400
2007,Toyota_Save_Mart_350,"Infineon_Raceway, Sonoma",6_24_2019,TNT,,Toyota_Save,Mart,350,,,,,,,,2007_Toyota_Save_Mart_350
2007,Lenox_Industrial_Tools_300,"New_Hampshire_International_Speedway, Loudon",7_1_2019,TNT,,Lenox,Industrial,Tools,300,,,,,,,2007_Lenox_Industrial_Tools_300
2007,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_7_2019,TNT,,Pepsi,400,,,,,,,,,2007_Pepsi_400
2007,USG_Sheetrock_400,"Chicagoland_Speedway, Joliet",7_15_2019,TNT,,USG,Sheetrock,400,,,,,,,,2007_USG_Sheetrock_400
2007,Allstate_400_at_the_Brickyard,"Indianapolis_Motor_Speedway, Speedway",7_29_2019,ESPN,,Allstate,400,at,the,Brickyard,,,,,,2007_Allstate_400_at_the_Brickyard
2007,Pennsylvania_500,"Pocono_Raceway, Long_Pond",8_5_2019,ESPN,,Pennsylvania,500,,,,,,,,,2007_Pennsylvania_500
2007,Centurion_Boats_at_the_Glen,"Watkins_Glen_International, Watkins_Glen",8_12_2019,ESPN,,Centurion,Boats,at,the,Glen,,,,,,2007_Centurion_Boats_at_the_Glen
2007,3M_Performance_400,"Michigan_International_Speedway, Brooklyn",8_21_2019,ESPN,,3M,Performance,400,,,,,,,,2007_3M_Performance_400
2007,Sharpie_500,"Bristol_Motor_Speedway, Bristol",8_25_2019,ESPN,,Sharpie,500,,,,,,,,,2007_Sharpie_500
2007,Sharp_AQUOS_500,"California_Speedway, Fontana",9_2_2019,ESPN,,Sharp,AQUOS,500,,,,,,,,2007_Sharp_AQUOS_500
2007,Chevy_Rock_and_Roll_400,"Richmond_International_Raceway, Richmond",9_8_2019,ABC,,Chevy,Rock,&,Roll,400,,,,,,2007_Chevy_Rock_and_Roll_400
2007,Sylvania_300,"New_Hampshire_International_Speedway, Loudon",9_16_2019,ABC,,Sylvania,300,,,,,,,,,2007_Sylvania_300
2007,Dodge_Dealers_400,"Dover_International_Speedway, Dover",9_23_2019,ABC,,Dodge,Dealers,400,,,,,,,,2007_Dodge_Dealers_400
2007,LifeLock_400,"Kansas_Speedway, Kansas_City",9_30_2019,ABC ,,LifeLock,400,,,,,,,,,2007_LifeLock_400
2007,UAW-Ford_500,"Talladega_Superspeedway, Talladega",10_7_2019,ABC,,UAW-Ford,500,,,,,,,,,2007_UAW-Ford_500
2007,Bank_of_America_500,"Lowe's_Motor_Speedway, Concord",10_13_2019,ABC,,Bank,of,America,500,,,,,,,2007_Bank_of_America_500
2007,Subway_500,"Martinsville_Speedway, Ridgeway",10_21_2019,ABC,,Subway,500,,,,,,,,,2007_Subway_500
2007,Pep_Boys_Auto_500,"Atlanta_Motor_Speedway, Hampton",10_28_2019,ABC,,Pep,Boys,Auto,500,,,,,,,2007_Pep_Boys_Auto_500
2007,Dickies_500,"Texas_Motor_Speedway, Fort_Worth",11_4_2019,ABC,,Dickies,500,,,,,,,,,2007_Dickies_500
2007,Checker_Auto_Parts_500_presented_by_Pennzoil,"Phoenix_International_Raceway, Phoenix",11_11_2019,ABC,,Checker,Auto,Parts,500,presented,by,Pennzoil,,,,2007_Checker_Auto_Parts_500_presented_by_Pennzoil
2007,Ford_400,"Homestead-Miami_Speedway, Homestead",11_18_2019,ABC,,Ford,400,,,,,,,,,2007_Ford_400
2008,Daytona_500,2_17_2019,Fox,,,Daytona,500,,,,,,,,,2008_Daytona_500
2008,Auto_Club_500,"Auto_Club_Speedway, Fontana",February_24_25,Fox,,Auto,Club,500,,,,,,,,2008_Auto_Club_500
2008,UAW-Dodge_400,"Las_Vegas_Motor_Speedway, Las_Vegas, Nevada",3_2_2019,Fox,,UAW-Dodge,400,,,,,,,,,2008_UAW-Dodge_400
2008,Kobalt_Tools_500,"Atlanta_Motor_Speedway, Hampton",3_9_2019,Fox,,Kobalt,Tools,500,,,,,,,,2008_Kobalt_Tools_500
2008,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_16_2019,Fox,,Food,City,500,,,,,,,,2008_Food_City_500
2008,Goody's_Cool_Orange_500,"Martinsville_Speedway, Ridgeway",3_30_2019,Fox,,Goody's,Cool,Orange,500,,,,,,,2008_Goody's_Cool_Orange_500
2008,Samsung_500,"Texas_Motor_Speedway, Fort_Worth",4_6_2019,Fox,,Samsung,500,,,,,,,,,2008_Samsung_500
2008,Subway_Fresh_Fit_500,"Phoenix_International_Raceway, Phoenix",4_12_2019,Fox,,Subway,Fresh,Fit,500,,,,,,,2008_Subway_Fresh_Fit_500
2008,Aaron's_499,"Talladega_Superspeedway, Talladega",4_27_2019,Fox,,Aaron's,499,,,,,,,,,2008_Aaron's_499
2008,Crown_Royal_Presents_The_Dan_Lowry_400,"Richmond_International_Raceway, Richmond",5_3_2019,Fox,,Crown,Royal,Presents,The,Dan,Lowry,400,,,,2008_Crown_Royal_Presents_The_Dan_Lowry_400
2008,Dodge_Challenger_500,"Darlington_Raceway, Darlington",5_10_2019,Fox,,Dodge,Challenger,500,,,,,,,,2008_Dodge_Challenger_500
2008,Coca_Cola_600,,5_25_2019,Fox,,Coca-Cola,600,,,,,,,,,2008_Coca_Cola_600
2008,Best_Buy_400_Benefiting_Student_Clubs_for_Autism_Speaks,"Dover_International_Speedway, Dover",6_1_2019,Fox,,Best,Buy,400,Benefiting,Student,Clubs,for,Autism,Speaks,,2008_Best_Buy_400_Benefiting_Student_Clubs_for_Autism_Speaks
2008,Pocono_500,"Pocono_Raceway, Long_Pond",6_8_2019,TNT,,Pocono,500,,,,,,,,,2008_Pocono_500
2008,LifeLock_400,"Michigan_International_Speedway, Brooklyn",6_15_2019,TNT,,LifeLock,400,,,,,,,,,2008_LifeLock_400
2008,Toyota_Save_Mart_350,"Infineon_Raceway, Sonoma",6_22_2019,TNT,,Toyota_Save,Mart,350,,,,,,,,2008_Toyota_Save_Mart_350
2008,Lenox_Industrial_Tools_301,"New_Hampshire_Motor_Speedway, Loudon",6_29_2019,TNT,,Lenox,Industrial,Tools,301,,,,,,,2008_Lenox_Industrial_Tools_301
2008,Coke_Zero_400_Powered_by_Coca-Cola,"Daytona_International_Speedway, Daytona_Beach",7_5_2019,TNT,,Coke,Zero,400,Powered,by,Coca-Cola,,,,,2008_Coke_Zero_400_Powered_by_Coca-Cola
2008,LifeLock.com_400,"Chicagoland_Speedway, Joliet",7_12_2019,TNT,,LifeLock.com,400,,,,,,,,,2008_LifeLock.com_400
2008,Allstate_400_at_the_Brickyard,"Indianapolis_Motor_Speedway, Speedway",7_27_2019,ESPN,,Allstate,400,at,the,Brickyard,,,,,,2008_Allstate_400_at_the_Brickyard
2008,Sunoco_Red_Cross_Pennsylvania_500,"Pocono_Raceway, Long_Pond",8_3_2019,ESPN,,Sunoco,Red,Cross,Pennsylvania,500,,,,,,2008_Sunoco_Red_Cross_Pennsylvania_500
2008,Centurion_Boats_at_the_Glen,"Watkins_Glen_International, Watkins_Glen",8_10_2019,ESPN,,Centurion,Boats,at,the,Glen,,,,,,2008_Centurion_Boats_at_the_Glen
2008,3M_Performance_400_Presented_by_Bondo,"Michigan_International_Speedway, Brooklyn",8_17_2019,ESPN,,3M,Performance,400,Presented,by,Bondo,,,,,2008_3M_Performance_400_Presented_by_Bondo
2008,Sharpie_500,"Bristol_Motor_Speedway, Bristol",8_23_2019,ESPN,,Sharpie,500,,,,,,,,,2008_Sharpie_500
2008,Pepsi_500,"Auto_Club_Speedway, Fontana",8_31_2019,ESPN,,Pepsi,500,,,,,,,,,2008_Pepsi_500
2008,Chevy_Rock_and_Roll_400,"Richmond_International_Raceway, Richmond",9_7_2019,ABC,,Chevy,Rock,&,Roll,400,,,,,,2008_Chevy_Rock_and_Roll_400
2008,Sylvania_300,"New_Hampshire_Motor_Speedway, Loudon",9_14_2019,ABC,,Sylvania,300,,,,,,,,,2008_Sylvania_300
2008,Camping_World_RV_400_Presented_by_AAA,"Dover_International_Speedway, Dover",9_21_2019,ABC,,Camping,World,RV,400,Presented,by,AAA,,,,2008_Camping_World_RV_400_Presented_by_AAA
2008,Camping_World_RV_400_Presented_by_Coleman,"Kansas_Speedway, Kansas_City",9_28_2019,ABC,,Camping,World,RV,400,Presented,by,Coleman,,,,2008_Camping_World_RV_400_Presented_by_Coleman
2008,AMP_Energy_500,"Talladega_Superspeedway, Talladega",10_5_2019,ABC,,AMP,Energy,500,,,,,,,,2008_AMP_Energy_500
2008,Bank_of_America_500,"Lowe's_Motor_Speedway, Concord",10_11_2019,ABC,,Bank,of,America,500,,,,,,,2008_Bank_of_America_500
2008,TUMS_QuikPak_500,"Martinsville_Speedway, Ridgeway",10_19_2019,ABC,,TUMS,QuikPak,500,,,,,,,,2008_TUMS_QuikPak_500
2008,Pep_Boys_Auto_500,"Atlanta_Motor_Speedway, Hampton",10_26_2019,ABC,,Pep,Boys,Auto,500,,,,,,,2008_Pep_Boys_Auto_500
2008,Dickies_500,"Texas_Motor_Speedway, Fort_Worth",11_2_2019,ABC,,Dickies,500,,,,,,,,,2008_Dickies_500
2008,Checker_O'Reilly_Auto_Parts_500_Presented_by_Pennzoil,"Phoenix_International_Raceway, Phoenix",11_9_2019,ABC,,Checker,O'Reilly,Auto,Parts,500,Presented,by,Pennzoil,,,2008_Checker_O'Reilly_Auto_Parts_500_Presented_by_Pennzoil
2008,Ford_400,"Homestead-Miami_Speedway, Homestead",11_16_2019,ABC,,Ford,400,,,,,,,,,2008_Ford_400
2009,Daytona_500,2_15_2019,3:30pm,Fox,,Daytona,500,,,,,,,,,2009_Daytona_500
2009,Auto_Club_500,"Auto_Club_Speedway, Fontana",2_22_2019,Fox,,Auto,Club,500,,,,,,,,2009_Auto_Club_500
2009,Shelby_427,"Las_Vegas_Motor_Speedway, Las_Vegas",3_1_2019,Fox,,Shelby,427,,,,,,,,,2009_Shelby_427
2009,Kobalt_Tools_500,"Atlanta_Motor_Speedway, Hampton",3_8_2019,Fox,,Kobalt,Tools,500,,,,,,,,2009_Kobalt_Tools_500
2009,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_22_2019,Fox,,Food,City,500,,,,,,,,2009_Food_City_500
2009,Goody's_Fast_Pain_Relief_500,"Martinsville_Speedway, Ridgeway",3_29_2019,Fox,,Goody's,Fast,Relief,500,,,,,,,2009_Goody's_Fast_Pain_Relief_500
2009,Samsung_500,"Texas_Motor_Speedway, Fort_Worth",4_5_2019,Fox,,Samsung,500,,,,,,,,,2009_Samsung_500
2009,Subway_Fresh_Fit_500,"Phoenix_International_Raceway, Avondale",4_18_2019,Fox,,Subway,Fresh,Fit,500,,,,,,,2009_Subway_Fresh_Fit_500
2009,Aaron's_499,"Talladega_Superspeedway, Lincoln",4_26_2019,Fox,,Aaron's,499,,,,,,,,,2009_Aaron's_499
2009,Crown_Royal_Presents_The_Russ_Friedman_400,"Richmond_International_Raceway, Richmond",5_2_2019,Fox,,Crown,Royal,Presents,The,Russell,Friedman,400,,,,2009_Crown_Royal_Presents_The_Russ_Friedman_400
2009,Southern_500,"Darlington_Raceway, Darlington",5_9_2019,Fox,,Southern,500,presented,by,GoDaddy.com,,,,,,2009_Southern_500
2009,Coca-Cola_600,,5_25_2019,Fox,,Coca-Cola,600,,,,,,,,,2009_Coca-Cola_600
2009,Autism_Speaks_400_presented_by_Heluva_Good,"Dover_International_Speedway, Dover",5_31_2019,Fox,,Autism,Speaks,400,presented,by,Heluva,Good!,Cheese,,,2009_Autism_Speaks_400_presented_by_Heluva_Good
2009,Pocono_500,"Pocono_Raceway, Long_Pond",6_7_2019,TNT,,Pocono,500,,,,,,,,,2009_Pocono_500
2009,Lifelock_400,"Michigan_International_Speedway, Brooklyn",6_14_2019,TNT,,Lifelock,400,,,,,,,,,2009_Lifelock_400
2009,Toyota_Save_Mart_350,"Infineon_Raceway, Sonoma",6_21_2019,TNT,,Toyota_Save,Mart,350,,,,,,,,2009_Toyota_Save_Mart_350
2009,Lenox_Industrial_Tools_301,"New_Hampshire_Motor_Speedway, Loudon",6_28_2019,TNT,,Lenox,Industrial,Tools,301,,,,,,,2009_Lenox_Industrial_Tools_301
2009,Coke_Zero_400_Powered_by_Coca-Cola,"Daytona_International_Speedway, Daytona_Beach",7_4_2019,TNT,,Coke,Zero,400,,,,,,,,2009_Coke_Zero_400_Powered_by_Coca-Cola
2009,LifeLock.com_400,"Chicagoland_Speedway, Joliet",7_11_2019,TNT,,LifeLock.com,400,,,,,,,,,2009_LifeLock.com_400
2009,Allstate_400_at_the_Brickyard,"Indianapolis_Motor_Speedway, Speedway",7_26_2019,ESPN,,Allstate,400,at,the,Brickyard,,,,,,2009_Allstate_400_at_the_Brickyard
2009,Sunoco_Red_Cross_Pennsylvania_500,"Pocono_Raceway, Long_Pond",8_3_2019,ESPN,,Sunoco,American,Red,Cross,Pennsylvania,500,,,,,2009_Sunoco_Red_Cross_Pennsylvania_500
2009,Heluva_Good_Sour_Cream_Dips_at_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_10_2019,ESPN,,Heluva,Good!,Sour,Cream,Dips,at,The,Glen,,,2009_Heluva_Good_Sour_Cream_Dips_at_The_Glen
2009,Carfax_400,"Michigan_International_Speedway, Brooklyn",8_16_2019,ESPN,,Carfax,400,,,,,,,,,2009_Carfax_400
2009,Sharpie_500,"Bristol_Motor_Speedway, Bristol",8_24_2019,ESPN,,Sharpie,500,,,,,,,,,2009_Sharpie_500
2009,Pep_Boys_Auto_500,"Atlanta_Motor_Speedway, Hampton",9_6_2019,ESPN,,Pep,Boys,Auto,500,,,,,,,2009_Pep_Boys_Auto_500
2009,Chevy_Rock_and_Roll_400,"Richmond_International_Raceway, Richmond",9_12_2019,ABC,,Chevy,Rock,&,Roll,400,,,,,,2009_Chevy_Rock_and_Roll_400
2009,Sylvania_300,"New_Hampshire_Motor_Speedway, Loudon",9_20_2019,ABC,,Sylvania,300,,,,,,,,,2009_Sylvania_300
2009,AAA_400,"Dover_International_Speedway, Dover",9_27_2019,ABC,,AAA,400,,,,,,,,,2009_AAA_400
2009,Price_Chopper_400_Presented_by_Kraft_Foods,"Kansas_Speedway, Kansas_City",10_4_2019,ESPN,,Price,Chopper,400,,,,,,,,2009_Price_Chopper_400_Presented_by_Kraft_Foods
2009,Pepsi_500,"Auto_Club_Speedway, Fontana",10_11_2019,ABC,,Pepsi,500,,,,,,,,,2009_Pepsi_500
2009,NASCAR_Banking_500_only_from_Bank_of_America,"Lowe's_Motor_Speedway, Concord",10_17_2019,ABC,,NASCAR,Banking,500,only,from,Bank,of,America,,,2009_NASCAR_Banking_500_only_from_Bank_of_America
2009,TUMS_Fast_Relief_500,"Martinsville_Speedway, Ridgeway",10_25_2019,ESPN,,TUMS,Fast,Relief,500,,,,,,,2009_TUMS_Fast_Relief_500
2009,AMP_Energy_500,"Talladega_Superspeedway, Lincoln",11_1_2019,ABC,,AMP,Energy,500,,,,,,,,2009_AMP_Energy_500
2009,Dickies_500,"Texas_Motor_Speedway, Fort_Worth",11_8_2019,ABC,,Dickies,500,,,,,,,,,2009_Dickies_500
2009,Checker_O'Reilly_Auto_Parts_500,"Phoenix_International_Raceway, Avondale",11_15_2019,ABC,,Checker,O'Reilly,Auto,Parts,500,,,,,,2009_Checker_O'Reilly_Auto_Parts_500
2009,Ford_400,"Homestead_Miami_Speedway, Homestead",11_22_2019,ABC,,Ford,400,,,,,,,,,2009_Ford_400
2010,Daytona_500,2_14_2019,1:00pm,Fox,,Daytona,500,,,,,,,,,2010_Daytona_500
2010,Auto_Club_500,"Auto_Club_Speedway, Fontana",2_21_2019,Fox,,Auto,Club,500,,,,,,,,2010_Auto_Club_500
2010,Shelby_American,"Las_Vegas_Motor_Speedway, Las_Vegas",2_28_2019,Fox,,Shelby,American,at,Las,Vegas,,,,,,2010_Shelby_American
2010,Kobalt_Tools_500,"Atlanta_Motor_Speedway, Hampton",3_7_2019,Fox,,Kobalt,Tools,Atlanta,500,,,,,,,2010_Kobalt_Tools_500
2010,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_21_2019,Fox,,Food,City,500,,,,,,,,2010_Food_City_500
2010,Goody's_Fast_Pain_Relief_500,"Martinsville_Speedway, Martinsville",3_29_2019,Fox,,Goody's,Fast,Pain,Relief,500,,,,,,2010_Goody's_Fast_Pain_Relief_500
2010,Subway_Fresh_Fit_600,"Phoenix_International_Raceway, Avondale",4_10_2019,Fox,,Subway,Fresh,Fit,600,,,,,,,2010_Subway_Fresh_Fit_600
2010,Samsung_Mobile_500,"Texas_Motor_Speedway, Fort_Worth",4_19_2019,Fox,,Samsung,Mobile,500,,,,,,,,2010_Samsung_Mobile_500
2010,Aaron's_499,"Talladega_Superspeedway, Talladega",4_25_2019,Fox,,Aaron's,499,,,,,,,,,2010_Aaron's_499
2010,Crown_Royal_Presents_the_Heath_Calhoun_400,"Richmond_International_Raceway, Richmond",5_1_2019,Fox,,Crown,Royal,Presents,the,Heath,Calhoun,400,,,,2010_Crown_Royal_Presents_the_Heath_Calhoun_400
2010,Showtime_Southern_500,"Darlington_Raceway, Darlington",5_8_2019,Fox,,Showtime,Southern,500,,,,,,,,2010_Showtime_Southern_500
2010,Autism_Speaks_400_Presented_by_Hershey's,"Dover_International_Speedway, Dover",5_16_2019,Fox,,Autism,Speaks,400,,,,,,,,2010_Autism_Speaks_400_Presented_by_Hershey's
2010,Coca-Cola_600,,5_30_2019,Fox,,Coca-Cola,600,,,,,,,,,2010_Coca-Cola_600
2010,Gillette_Fusion_ProGlide_500_Presented_by_Target,"Pocono_Raceway, Long_Pond",6_6_2019,TNT,,Gillette,Fusion,ProGlide,500,,,,,,,2010_Gillette_Fusion_ProGlide_500_Presented_by_Target
2010,Heluva_Good_Sour_Cream_Dips_400,"Michigan_International_Speedway, Brooklyn",6_13_2019,TNT,,Heluva,Good!,Sour,Cream,Dips,400,,,,,2010_Heluva_Good_Sour_Cream_Dips_400
2010,Toyota_Save_Mart_350,"Infineon_Raceway, Sonoma",6_20_2019,TNT,,Toyota_Save,Mart,350,,,,,,,,2010_Toyota_Save_Mart_350
2010,Lenox_Industrial_Tools_301,"New_Hampshire_Motor_Speedway, Loudon",6_27_2019,TNT,,Lenox,Industrial,Tools,301,,,,,,,2010_Lenox_Industrial_Tools_301
2010,Coke_Zero_400_Powered_by_Coca-Cola,"Daytona_International_Speedway, Daytona_Beach",7_3_2019,TNT,,Coke,Zero,400,,,,,,,,2010_Coke_Zero_400_Powered_by_Coca-Cola
2010,LifeLock.com_400,"Chicagoland_Speedway, Joliet",7_10_2019,TNT,,LifeLock.com,400,,,,,,,,,2010_LifeLock.com_400
2010,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",7_25_2019,ESPN,,Brickyard,400,,,,,,,,,2010_Brickyard_400
2010,Sunoco_Red_Cross_Pennsylvania_500,"Pocono_Raceway, Long_Pond",8_1_2019,ESPN,,Sunoco,Red,Cross,Pennsylvania,500,,,,,,2010_Sunoco_Red_Cross_Pennsylvania_500
2010,Heluva_Good_Sour_Cream_Dips_at_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_8_2019,ESPN,,Heluva,Good!,Sour,Cream,Dips,at,The,Glen,,,2010_Heluva_Good_Sour_Cream_Dips_at_The_Glen
2010,Carfax_400,"Michigan_International_Speedway, Brooklyn",8_15_2019,ESPN,,Carfax,400,,,,,,,,,2010_Carfax_400
2010,Irwin_Tools_Night_Race,"Bristol_Motor_Speedway, Bristol",8_21_2019,ABC,,Irwin,Tools,Night,Race,,,,,,,2010_Irwin_Tools_Night_Race
2010,Emory_Healthcare_500,"Atlanta_Motor_Speedway, Hampton",9_5_2019,ESPN,,Emory,Healthcare,500,,,,,,,,2010_Emory_Healthcare_500
2010,Air_Guard_400,"Richmond_International_Raceway, Richmond",9_11_2019,ABC,,Air,Guard,400,,,,,,,,2010_Air_Guard_400
2010,Sylvania_300,"New_Hampshire_Motor_Speedway, Loudon",9_19_2019,ESPN,,Sylvania,300,,,,,,,,,2010_Sylvania_300
2010,AAA_400,"Dover_International_Speedway, Dover",9_26_2019,ESPN,,AAA,400,,,,,,,,,2010_AAA_400
2010,Price_Chopper_400_Presented_by_Kraft_Foods,"Kansas_Speedway, Kansas_City",10_3_2019,ESPN,,Price,Chopper,400,,,,,,,,2010_Price_Chopper_400_Presented_by_Kraft_Foods
2010,Pepsi_Max_400,"Auto_Club_Speedway, Fontana",10_10_2019,ESPN,,Pepsi,Max,400,,,,,,,,2010_Pepsi_Max_400
2010,Bank_of_America_500,"Charlotte_Motor_Speedway, Concord",10_16_2019,ABC,,Bank,of,America,500,,,,,,,2010_Bank_of_America_500
2010,TUMS_Fast_Relief_500,"Martinsville_Speedway, Martinsville",10_24_2019,ESPN,,TUMS,Fast,Relief,500,,,,,,,2010_TUMS_Fast_Relief_500
2010,AMP_Energy_Juice_500,"Talladega_Superspeedway, Talladega",10_31_2019,ESPN,,AMP,Energy,Juice,500,,,,,,,2010_AMP_Energy_Juice_500
